gene_id,canonical_transcript
ENSG00000253018.1,ENST00000517209.1
ENSG00000252958.1,ENST00000517149.1
ENSG00000252989.1,ENST00000517180.1
ENSG00000252976.1,ENST00000517167.1
ENSG00000252952.1,ENST00000517143.1
ENSG00000253037.1,ENST00000517228.1
ENSG00000252999.1,ENST00000517190.1
ENSG00000252966.1,ENST00000517157.1
ENSG00000252963.1,ENST00000517154.1
ENSG00000252978.1,ENST00000517169.1
ENSG00000253032.1,ENST00000517223.1
ENSG00000253009.1,ENST00000517200.1
ENSG00000252987.1,ENST00000517178.1
ENSG00000253016.1,ENST00000517207.1
ENSG00000253040.1,ENST00000517231.1
ENSG00000253004.1,ENST00000517195.1
ENSG00000252957.1,ENST00000517148.1
ENSG00000253024.1,ENST00000517215.1
ENSG00000252984.1,ENST00000517175.1
ENSG00000253054.1,ENST00000517245.1
ENSG00000253115.1,ENST00000522498.1
ENSG00000253103.1,ENST00000522778.1
ENSG00000253149.1,ENST00000521012.1
ENSG00000253075.1,ENST00000517266.1
ENSG00000253119.1,ENST00000521638.1
ENSG00000253117.4,ENST00000254627.3
ENSG00000253093.1,ENST00000517284.1
ENSG00000253132.1,ENST00000520057.1
ENSG00000253071.1,ENST00000517262.1
ENSG00000253096.1,ENST00000517287.1
ENSG00000253142.1,ENST00000522805.1
ENSG00000253072.1,ENST00000517263.1
ENSG00000253143.2,ENST00000521051.1
ENSG00000253070.1,ENST00000517261.1
ENSG00000253139.1,ENST00000523724.1
ENSG00000253110.1,ENST00000524175.1
ENSG00000253090.1,ENST00000517281.1
ENSG00000253118.1,ENST00000522089.1
ENSG00000253068.1,ENST00000517259.1
ENSG00000253125.1,ENST00000521141.1
ENSG00000253091.1,ENST00000517282.1
ENSG00000253092.1,ENST00000517283.1
ENSG00000253069.1,ENST00000517260.1
ENSG00000253050.1,ENST00000517241.1
ENSG00000253124.1,ENST00000517589.1
ENSG00000253122.1,ENST00000523264.1
ENSG00000253085.1,ENST00000517276.1
ENSG00000253105.1,ENST00000523862.1
ENSG00000253084.1,ENST00000517275.1
ENSG00000253059.1,ENST00000517250.1
ENSG00000253063.1,ENST00000517254.1
ENSG00000253081.1,ENST00000517272.1
ENSG00000253099.1,ENST00000517290.1
ENSG00000253073.1,ENST00000517264.1
ENSG00000253088.1,ENST00000517279.1
ENSG00000253154.1,ENST00000517368.1
ENSG00000253060.1,ENST00000517251.1
ENSG00000253095.1,ENST00000517286.1
ENSG00000253107.1,ENST00000523800.1
ENSG00000253121.1,ENST00000521556.1
ENSG00000253148.1,ENST00000417209.2
ENSG00000253114.2,ENST00000520784.2
ENSG00000253141.1,ENST00000519400.1
ENSG00000253066.1,ENST00000517257.1
ENSG00000253077.1,ENST00000517268.1
ENSG00000253152.1,ENST00000519099.1
ENSG00000253053.1,ENST00000517244.1
ENSG00000253089.1,ENST00000517280.1
ENSG00000253111.1,ENST00000521991.1
ENSG00000253051.1,ENST00000517242.1
ENSG00000253098.1,ENST00000517289.1
ENSG00000253120.1,ENST00000490007.2
ENSG00000253049.1,ENST00000517240.1
ENSG00000253100.1,ENST00000517964.1
ENSG00000253147.1,ENST00000523852.1
ENSG00000253133.1,ENST00000523081.1
ENSG00000253076.1,ENST00000517267.1
ENSG00000253116.1,ENST00000518536.1
ENSG00000253048.1,ENST00000517239.1
ENSG00000253065.1,ENST00000517256.1
ENSG00000253112.1,ENST00000522640.1
ENSG00000253106.1,ENST00000518639.1
ENSG00000253140.1,ENST00000521359.1
ENSG00000253056.1,ENST00000517247.1
ENSG00000253127.1,ENST00000518643.1
ENSG00000253082.1,ENST00000517273.1
ENSG00000253108.1,ENST00000522460.1
ENSG00000253109.1,ENST00000519073.1
ENSG00000253058.1,ENST00000517249.1
ENSG00000253153.1,ENST00000524051.1
ENSG00000253130.1,ENST00000522661.1
ENSG00000253079.1,ENST00000517270.1
ENSG00000253074.1,ENST00000517265.1
ENSG00000253097.1,ENST00000517288.1
ENSG00000253057.1,ENST00000517248.1
ENSG00000253146.1,ENST00000524055.1
ENSG00000253126.1,ENST00000521342.1
ENSG00000253104.1,ENST00000524042.1
ENSG00000253144.1,ENST00000523735.1
ENSG00000253123.2,ENST00000518765.1
ENSG00000253078.1,ENST00000517269.1
ENSG00000253134.1,ENST00000523820.1
ENSG00000253055.1,ENST00000517246.1
ENSG00000253138.1,ENST00000518035.1
ENSG00000253102.1,ENST00000511627.1
ENSG00000253062.1,ENST00000517253.1
ENSG00000253083.1,ENST00000517274.1
ENSG00000253137.1,ENST00000521355.1
ENSG00000253086.1,ENST00000517277.1
ENSG00000253135.1,ENST00000520355.1
ENSG00000253052.1,ENST00000517243.1
ENSG00000253155.1,ENST00000521237.1
ENSG00000253067.1,ENST00000517258.1
ENSG00000253128.1,ENST00000522457.1
ENSG00000253131.1,ENST00000518372.1
ENSG00000253094.1,ENST00000517285.1
ENSG00000253087.1,ENST00000517278.1
ENSG00000253064.1,ENST00000517255.1
ENSG00000253080.1,ENST00000517271.1
ENSG00000253195.2,ENST00000519172.2
ENSG00000253182.1,ENST00000522028.1
ENSG00000253216.1,ENST00000522872.1
ENSG00000253230.2,ENST00000517675.1
ENSG00000253187.2,ENST00000519935.1
ENSG00000253162.1,ENST00000520815.1
ENSG00000253250.2,ENST00000517562.2
ENSG00000253245.2,ENST00000522384.2
ENSG00000253180.1,ENST00000517978.1
ENSG00000253251.2,ENST00000510585.2
ENSG00000253242.1,ENST00000518581.1
ENSG00000253233.1,ENST00000521358.1
ENSG00000253170.1,ENST00000517407.1
ENSG00000253173.2,ENST00000406023.3
ENSG00000253194.1,ENST00000518570.1
ENSG00000253207.3,ENST00000521500.2
ENSG00000253161.1,ENST00000522718.1
ENSG00000253239.1,ENST00000523272.1
ENSG00000253169.1,ENST00000519992.1
ENSG00000253191.1,ENST00000517449.1
ENSG00000253215.1,ENST00000519368.1
ENSG00000253219.1,ENST00000518924.1
ENSG00000253220.1,ENST00000521428.1
ENSG00000253267.1,ENST00000518009.1
ENSG00000253231.1,ENST00000522620.1
ENSG00000253244.1,ENST00000523279.1
ENSG00000253232.1,ENST00000519573.1
ENSG00000253198.1,ENST00000519417.1
ENSG00000253263.1,ENST00000523791.1
ENSG00000253214.1,ENST00000519412.1
ENSG00000253174.2,ENST00000578500.1
ENSG00000253223.1,ENST00000519029.1
ENSG00000253258.1,ENST00000522383.1
ENSG00000253266.1,ENST00000517606.1
ENSG00000253227.1,ENST00000517482.1
ENSG00000253218.1,ENST00000521506.1
ENSG00000253190.2,ENST00000517961.2
ENSG00000253166.2,ENST00000522984.2
ENSG00000253196.1,ENST00000523657.1
ENSG00000253168.1,ENST00000517454.1
ENSG00000253181.1,ENST00000523507.1
ENSG00000253237.2,ENST00000520293.2
ENSG00000253259.1,ENST00000520785.1
ENSG00000253236.1,ENST00000519929.1
ENSG00000253197.1,ENST00000523197.1
ENSG00000253172.1,ENST00000521251.1
ENSG00000253225.1,ENST00000517442.1
ENSG00000253204.1,ENST00000523019.1
ENSG00000253202.1,ENST00000523155.1
ENSG00000253186.2,ENST00000523185.2
ENSG00000253158.1,ENST00000523109.1
ENSG00000253241.1,ENST00000522107.1
ENSG00000253184.1,ENST00000521055.1
ENSG00000253252.2,ENST00000521298.2
ENSG00000253178.1,ENST00000520905.1
ENSG00000253203.2,ENST00000380759.3
ENSG00000253200.1,ENST00000521025.1
ENSG00000253248.1,ENST00000523150.1
ENSG00000253210.1,ENST00000517908.1
ENSG00000253188.1,ENST00000390373.2
ENSG00000253205.1,ENST00000521221.1
ENSG00000253264.1,ENST00000523510.1
ENSG00000253247.1,ENST00000522465.1
ENSG00000253234.1,ENST00000522922.1
ENSG00000253261.1,ENST00000483777.2
ENSG00000253177.1,ENST00000521307.1
ENSG00000253262.1,ENST00000518519.1
ENSG00000253206.1,ENST00000520800.1
ENSG00000253240.1,ENST00000520848.1
ENSG00000253238.1,ENST00000522044.1
ENSG00000253228.1,ENST00000520874.1
ENSG00000253193.4,ENST00000440993.1
ENSG00000253222.1,ENST00000523320.1
ENSG00000253189.1,ENST00000523090.1
ENSG00000253229.1,ENST00000521833.1
ENSG00000253208.1,ENST00000524123.1
ENSG00000253156.1,ENST00000521058.1
ENSG00000253164.1,ENST00000521139.1
ENSG00000253226.1,ENST00000523909.1
ENSG00000253176.3,ENST00000519761.3
ENSG00000253183.1,ENST00000520729.1
ENSG00000253171.1,ENST00000518129.1
ENSG00000253217.1,ENST00000519566.1
ENSG00000253213.1,ENST00000523223.1
ENSG00000253265.1,ENST00000517571.1
ENSG00000253179.1,ENST00000522108.1
ENSG00000253257.1,ENST00000523876.1
ENSG00000253167.1,ENST00000519140.1
ENSG00000253260.1,ENST00000521456.1
ENSG00000253199.1,ENST00000522604.1
ENSG00000253165.1,ENST00000517380.1
ENSG00000253256.1,ENST00000521204.1
ENSG00000253175.1,ENST00000518463.1
ENSG00000253209.1,ENST00000523210.1
ENSG00000253160.1,ENST00000518705.1
ENSG00000253224.1,ENST00000518923.1
ENSG00000253163.1,ENST00000519603.1
ENSG00000253235.1,ENST00000522560.1
ENSG00000253159.1,ENST00000252085.3
ENSG00000253269.1,ENST00000523398.1
ENSG00000253380.1,ENST00000518854.1
ENSG00000253344.1,ENST00000519978.1
ENSG00000253343.1,ENST00000524008.1
ENSG00000253315.1,ENST00000520323.1
ENSG00000253328.2,ENST00000518920.2
ENSG00000253325.1,ENST00000519200.1
ENSG00000253297.1,ENST00000517511.1
ENSG00000253383.1,ENST00000522790.1
ENSG00000253371.1,ENST00000521955.1
ENSG00000253287.1,ENST00000517848.1
ENSG00000253362.1,ENST00000518452.1
ENSG00000253279.1,ENST00000521245.1
ENSG00000253311.1,ENST00000522627.1
ENSG00000253280.1,ENST00000521016.1
ENSG00000253330.1,ENST00000519856.1
ENSG00000253372.1,ENST00000524348.1
ENSG00000253310.1,ENST00000523776.1
ENSG00000253336.1,ENST00000523778.1
ENSG00000253354.1,ENST00000518722.1
ENSG00000253338.1,ENST00000520084.1
ENSG00000253300.1,ENST00000517706.1
ENSG00000253376.1,ENST00000522281.1
ENSG00000253349.1,ENST00000522347.1
ENSG00000253364.1,ENST00000497397.1
ENSG00000253339.1,ENST00000518355.1
ENSG00000253363.1,ENST00000524132.1
ENSG00000253335.1,ENST00000522670.1
ENSG00000253298.1,ENST00000518418.1
ENSG00000253320.1,ENST00000522939.1
ENSG00000253361.1,ENST00000521623.1
ENSG00000253382.3,ENST00000521750.3
ENSG00000253308.2,ENST00000523608.2
ENSG00000253318.1,ENST00000518897.1
ENSG00000253379.1,ENST00000523987.1
ENSG00000253368.3,ENST00000522111.2
ENSG00000253286.1,ENST00000524355.1
ENSG00000253342.1,ENST00000522524.1
ENSG00000253319.1,ENST00000523880.1
ENSG00000253313.1,ENST00000523677.1
ENSG00000253273.2,ENST00000519383.2
ENSG00000253369.1,ENST00000521558.1
ENSG00000253305.1,ENST00000520790.1
ENSG00000253333.1,ENST00000509969.2
ENSG00000253274.1,ENST00000519713.1
ENSG00000253314.1,ENST00000521715.1
ENSG00000253332.1,ENST00000518393.1
ENSG00000253370.2,ENST00000517993.2
ENSG00000253327.2,ENST00000521487.2
ENSG00000253334.1,ENST00000524337.1
ENSG00000253367.1,ENST00000522143.1
ENSG00000253359.1,ENST00000518544.1
ENSG00000253321.1,ENST00000520032.1
ENSG00000253307.1,ENST00000517658.1
ENSG00000253301.1,ENST00000519160.1
ENSG00000253299.1,ENST00000517879.1
ENSG00000253304.1,ENST00000420504.2
ENSG00000253373.1,ENST00000520780.1
ENSG00000253356.1,ENST00000520598.1
ENSG00000253377.1,ENST00000524022.1
ENSG00000253355.1,ENST00000520411.1
ENSG00000253295.1,ENST00000518941.1
ENSG00000253291.1,ENST00000390377.1
ENSG00000253282.1,ENST00000524287.1
ENSG00000253366.2,ENST00000505516.2
ENSG00000253270.1,ENST00000519803.1
ENSG00000253346.1,ENST00000518744.1
ENSG00000253326.2,ENST00000517560.2
ENSG00000253341.1,ENST00000517662.1
ENSG00000253276.1,ENST00000523505.1
ENSG00000253275.1,ENST00000520391.1
ENSG00000253293.3,ENST00000283921.4
ENSG00000253358.1,ENST00000517920.1
ENSG00000253347.1,ENST00000523101.1
ENSG00000253352.4,ENST00000540687.1
ENSG00000253302.1,ENST00000517604.1
ENSG00000253345.1,ENST00000517888.1
ENSG00000253365.1,ENST00000518953.1
ENSG00000253283.1,ENST00000522168.1
ENSG00000253351.1,ENST00000523171.1
ENSG00000253329.1,ENST00000524362.1
ENSG00000253374.1,ENST00000523380.1
ENSG00000253294.1,ENST00000517316.1
ENSG00000253292.1,ENST00000521205.1
ENSG00000253348.1,ENST00000521965.1
ENSG00000253381.1,ENST00000524098.1
ENSG00000253357.1,ENST00000517346.1
ENSG00000253340.1,ENST00000523624.1
ENSG00000253278.1,ENST00000518834.1
ENSG00000253290.1,ENST00000517763.1
ENSG00000253271.2,ENST00000522976.2
ENSG00000253303.1,ENST00000522058.1
ENSG00000253284.2,ENST00000501211.2
ENSG00000253331.1,ENST00000521805.1
ENSG00000253281.2,ENST00000519981.1
ENSG00000253317.1,ENST00000523602.1
ENSG00000253309.2,ENST00000521255.1
ENSG00000253322.1,ENST00000520426.1
ENSG00000253312.1,ENST00000523940.1
ENSG00000253288.1,ENST00000518973.1
ENSG00000253350.1,ENST00000521923.1
ENSG00000253477.1,ENST00000517376.1
ENSG00000253408.1,ENST00000518213.1
ENSG00000253428.1,ENST00000521373.1
ENSG00000253454.1,ENST00000519723.1
ENSG00000253429.1,ENST00000522972.1
ENSG00000253486.1,ENST00000517564.1
ENSG00000253451.1,ENST00000520681.1
ENSG00000253487.1,ENST00000519999.1
ENSG00000253495.1,ENST00000519781.1
ENSG00000253435.1,ENST00000523070.1
ENSG00000253412.1,ENST00000517613.1
ENSG00000253406.1,ENST00000523176.1
ENSG00000253460.2,ENST00000521969.2
ENSG00000253482.1,ENST00000518751.1
ENSG00000253417.1,ENST00000518580.1
ENSG00000253439.1,ENST00000518654.1
ENSG00000253433.1,ENST00000519500.1
ENSG00000253476.1,ENST00000523840.1
ENSG00000253432.1,ENST00000519306.1
ENSG00000253413.1,ENST00000522215.1
ENSG00000253422.1,ENST00000519146.1
ENSG00000253407.1,ENST00000521490.1
ENSG00000253491.1,ENST00000522218.1
ENSG00000253390.1,ENST00000521021.1
ENSG00000253472.1,ENST00000520621.1
ENSG00000253465.1,ENST00000519334.1
ENSG00000253424.1,ENST00000518103.1
ENSG00000253434.1,ENST00000521753.1
ENSG00000253400.1,ENST00000521572.1
ENSG00000253483.1,ENST00000523257.1
ENSG00000253493.1,ENST00000520501.1
ENSG00000253414.2,ENST00000521989.2
ENSG00000253421.1,ENST00000523947.1
ENSG00000253391.1,ENST00000522035.1
ENSG00000253480.1,ENST00000518368.1
ENSG00000253420.1,ENST00000520588.1
ENSG00000253462.1,ENST00000520387.1
ENSG00000253455.1,ENST00000521660.1
ENSG00000253418.1,ENST00000523611.1
ENSG00000253447.1,ENST00000517582.1
ENSG00000253423.1,ENST00000524071.1
ENSG00000253386.1,ENST00000521760.1
ENSG00000253463.1,ENST00000517578.1
ENSG00000253399.1,ENST00000515842.1
ENSG00000253405.1,ENST00000519050.1
ENSG00000253396.1,ENST00000521725.1
ENSG00000253474.1,ENST00000518222.1
ENSG00000253395.1,ENST00000524369.1
ENSG00000253459.3,ENST00000539688.1
ENSG00000253445.1,ENST00000519976.1
ENSG00000253458.1,ENST00000517931.1
ENSG00000253452.1,ENST00000523748.1
ENSG00000253416.1,ENST00000519660.1
ENSG00000253438.2,ENST00000561978.1
ENSG00000253441.1,ENST00000518224.1
ENSG00000253485.1,ENST00000518069.1
ENSG00000253489.1,ENST00000522330.1
ENSG00000253496.2,ENST00000521411.2
ENSG00000253440.1,ENST00000517703.1
ENSG00000253468.1,ENST00000518956.1
ENSG00000253444.1,ENST00000522799.1
ENSG00000253456.1,ENST00000518425.1
ENSG00000253484.1,ENST00000522408.1
ENSG00000253492.1,ENST00000517935.1
ENSG00000253469.1,ENST00000518330.1
ENSG00000253475.1,ENST00000518507.1
ENSG00000253471.1,ENST00000523874.1
ENSG00000253398.1,ENST00000519786.1
ENSG00000253488.1,ENST00000524174.1
ENSG00000253393.1,ENST00000519957.1
ENSG00000253425.2,ENST00000523715.2
ENSG00000253387.1,ENST00000523059.1
ENSG00000253481.2,ENST00000521497.2
ENSG00000253464.1,ENST00000520707.1
ENSG00000253392.2,ENST00000520090.2
ENSG00000253449.1,ENST00000523178.1
ENSG00000253430.1,ENST00000522547.1
ENSG00000253410.1,ENST00000519311.1
ENSG00000253385.1,ENST00000519337.1
ENSG00000253388.1,ENST00000517897.1
ENSG00000253470.1,ENST00000518339.1
ENSG00000253431.1,ENST00000523408.1
ENSG00000253397.1,ENST00000517735.1
ENSG00000253467.1,ENST00000520963.1
ENSG00000253394.1,ENST00000523406.1
ENSG00000253457.1,ENST00000517349.1
ENSG00000253409.1,ENST00000390369.2
ENSG00000253389.2,ENST00000522388.1
ENSG00000253404.1,ENST00000520838.1
ENSG00000253490.1,ENST00000522158.1
ENSG00000253427.1,ENST00000520171.1
ENSG00000253426.1,ENST00000518496.1
ENSG00000253448.1,ENST00000523937.1
ENSG00000253384.1,ENST00000517431.1
ENSG00000253403.1,ENST00000521984.1
ENSG00000253479.1,ENST00000517343.1
ENSG00000253461.1,ENST00000517744.1
ENSG00000253415.1,ENST00000522128.1
ENSG00000253401.1,ENST00000520205.1
ENSG00000253437.1,ENST00000519081.1
ENSG00000253519.1,ENST00000518054.1
ENSG00000253604.1,ENST00000521908.1
ENSG00000253552.3,ENST00000517635.2
ENSG00000253603.1,ENST00000521403.1
ENSG00000253520.1,ENST00000521868.1
ENSG00000253505.1,ENST00000519814.1
ENSG00000253595.1,ENST00000521073.1
ENSG00000253526.1,ENST00000520870.1
ENSG00000253585.1,ENST00000522743.1
ENSG00000253560.1,ENST00000518155.1
ENSG00000253577.1,ENST00000521317.1
ENSG00000253605.1,ENST00000523612.1
ENSG00000253578.1,ENST00000524313.1
ENSG00000253576.1,ENST00000522980.1
ENSG00000253584.1,ENST00000522464.1
ENSG00000253572.2,ENST00000523413.2
ENSG00000253611.1,ENST00000519939.1
ENSG00000253593.2,ENST00000520149.2
ENSG00000253571.1,ENST00000520775.1
ENSG00000253537.1,ENST00000518325.1
ENSG00000253502.1,ENST00000522436.1
ENSG00000253557.1,ENST00000518417.1
ENSG00000253559.1,ENST00000523895.1
ENSG00000253591.1,ENST00000523591.1
ENSG00000253541.1,ENST00000517342.1
ENSG00000253588.1,ENST00000521827.1
ENSG00000253607.1,ENST00000521258.1
ENSG00000253608.1,ENST00000522575.1
ENSG00000253548.1,ENST00000518817.1
ENSG00000253553.1,ENST00000521936.1
ENSG00000253501.1,ENST00000522638.1
ENSG00000253590.1,ENST00000518475.1
ENSG00000253554.1,ENST00000524360.1
ENSG00000253561.1,ENST00000517695.1
ENSG00000253499.2,ENST00000518851.2
ENSG00000253543.1,ENST00000523708.1
ENSG00000253540.1,ENST00000513466.1
ENSG00000253528.2,ENST00000521219.2
ENSG00000253610.1,ENST00000522549.1
ENSG00000253606.1,ENST00000521792.1
ENSG00000253524.1,ENST00000523342.1
ENSG00000253558.1,ENST00000517330.1
ENSG00000253567.1,ENST00000523935.1
ENSG00000253522.2,ENST00000517927.1
ENSG00000253597.1,ENST00000522649.1
ENSG00000253596.1,ENST00000521872.1
ENSG00000253551.1,ENST00000522541.1
ENSG00000253573.1,ENST00000520224.1
ENSG00000253549.1,ENST00000521761.1
ENSG00000253534.1,ENST00000390376.2
ENSG00000253546.1,ENST00000521183.1
ENSG00000253568.1,ENST00000519251.1
ENSG00000253506.1,ENST00000521764.1
ENSG00000253579.1,ENST00000519475.1
ENSG00000253525.1,ENST00000467010.2
ENSG00000253544.1,ENST00000522049.1
ENSG00000253500.1,ENST00000517711.1
ENSG00000253600.1,ENST00000522454.1
ENSG00000253538.1,ENST00000522426.1
ENSG00000253598.1,ENST00000518568.1
ENSG00000253586.1,ENST00000518535.1
ENSG00000253547.2,ENST00000472881.2
ENSG00000253569.1,ENST00000523979.1
ENSG00000253574.1,ENST00000518354.1
ENSG00000253562.1,ENST00000520844.1
ENSG00000253587.1,ENST00000517460.1
ENSG00000253515.1,ENST00000517716.1
ENSG00000253536.1,ENST00000522871.1
ENSG00000253504.1,ENST00000517463.1
ENSG00000253550.1,ENST00000514530.2
ENSG00000253539.1,ENST00000523658.1
ENSG00000253545.1,ENST00000519770.1
ENSG00000253532.1,ENST00000523226.1
ENSG00000253563.2,ENST00000521292.2
ENSG00000253507.1,ENST00000524275.1
ENSG00000253556.1,ENST00000520516.1
ENSG00000253602.1,ENST00000521103.1
ENSG00000253535.1,ENST00000518988.1
ENSG00000253513.1,ENST00000523030.1
ENSG00000253517.1,ENST00000518193.1
ENSG00000253583.1,ENST00000523265.1
ENSG00000253509.1,ENST00000517495.1
ENSG00000253527.1,ENST00000519892.1
ENSG00000253592.1,ENST00000517443.1
ENSG00000253521.1,ENST00000520457.1
ENSG00000253523.1,ENST00000518750.1
ENSG00000253581.1,ENST00000518550.1
ENSG00000253516.1,ENST00000520234.1
ENSG00000253512.1,ENST00000521763.1
ENSG00000253570.1,ENST00000524091.1
ENSG00000253530.1,ENST00000519123.1
ENSG00000253582.1,ENST00000518591.1
ENSG00000253510.1,ENST00000517807.1
ENSG00000253542.3,ENST00000524136.2
ENSG00000253508.1,ENST00000523331.1
ENSG00000253555.1,ENST00000523386.1
ENSG00000253503.1,ENST00000522776.1
ENSG00000253564.1,ENST00000518337.1
ENSG00000253580.1,ENST00000519377.1
ENSG00000253497.1,ENST00000521705.1
ENSG00000253686.1,ENST00000521128.1
ENSG00000253696.2,ENST00000518539.2
ENSG00000253673.1,ENST00000522975.1
ENSG00000253637.1,ENST00000520445.1
ENSG00000253659.1,ENST00000519983.1
ENSG00000253672.1,ENST00000523110.1
ENSG00000253646.1,ENST00000519111.1
ENSG00000253619.1,ENST00000517739.1
ENSG00000253639.1,ENST00000518873.1
ENSG00000253622.1,ENST00000518439.1
ENSG00000253667.2,ENST00000523153.2
ENSG00000253669.3,ENST00000517910.1
ENSG00000253665.1,ENST00000521257.1
ENSG00000253671.1,ENST00000520156.1
ENSG00000253704.1,ENST00000523011.1
ENSG00000253635.1,ENST00000517650.1
ENSG00000253657.1,ENST00000520765.1
ENSG00000253613.2,ENST00000507269.3
ENSG00000253626.2,ENST00000520547.2
ENSG00000253676.1,ENST00000524097.1
ENSG00000253678.1,ENST00000520494.1
ENSG00000253697.1,ENST00000520383.1
ENSG00000253707.1,ENST00000522985.1
ENSG00000253714.1,ENST00000519538.1
ENSG00000253620.2,ENST00000520139.2
ENSG00000253629.1,ENST00000518749.1
ENSG00000253682.1,ENST00000518042.1
ENSG00000253643.1,ENST00000519364.1
ENSG00000253641.1,ENST00000517732.1
ENSG00000253654.2,ENST00000520250.2
ENSG00000253679.1,ENST00000523121.1
ENSG00000253616.1,ENST00000520840.1
ENSG00000253683.1,ENST00000520566.1
ENSG00000253623.1,ENST00000520029.1
ENSG00000253711.1,ENST00000518064.1
ENSG00000253674.1,ENST00000521105.1
ENSG00000253689.1,ENST00000521200.1
ENSG00000253644.1,ENST00000518612.1
ENSG00000253703.1,ENST00000519437.1
ENSG00000253699.1,ENST00000523112.1
ENSG00000253615.1,ENST00000521019.1
ENSG00000253691.2,ENST00000523309.2
ENSG00000253690.1,ENST00000521731.1
ENSG00000253713.1,ENST00000522292.1
ENSG00000253647.1,ENST00000518387.1
ENSG00000253632.1,ENST00000521101.1
ENSG00000253706.1,ENST00000518128.1
ENSG00000253701.1,ENST00000497872.2
ENSG00000253621.1,ENST00000522047.1
ENSG00000253618.1,ENST00000521295.1
ENSG00000253649.1,ENST00000523024.1
ENSG00000253617.2,ENST00000517842.2
ENSG00000253680.1,ENST00000521474.1
ENSG00000253631.1,ENST00000523314.1
ENSG00000253612.1,ENST00000523033.1
ENSG00000253668.1,ENST00000517688.1
ENSG00000253709.1,ENST00000523391.1
ENSG00000253685.1,ENST00000517498.1
ENSG00000253705.1,ENST00000519687.1
ENSG00000253651.1,ENST00000518682.1
ENSG00000253715.1,ENST00000510610.2
ENSG00000253650.1,ENST00000523647.1
ENSG00000253708.1,ENST00000523733.1
ENSG00000253710.1,ENST00000521508.1
ENSG00000253655.2,ENST00000522682.2
ENSG00000253693.1,ENST00000522189.1
ENSG00000253633.1,ENST00000523572.1
ENSG00000253656.1,ENST00000523502.1
ENSG00000253628.1,ENST00000518260.1
ENSG00000253684.1,ENST00000521828.1
ENSG00000253630.1,ENST00000518369.1
ENSG00000253638.1,ENST00000517470.1
ENSG00000253663.1,ENST00000518264.1
ENSG00000253712.1,ENST00000467082.2
ENSG00000253660.1,ENST00000523050.1
ENSG00000253642.1,ENST00000523336.1
ENSG00000253634.1,ENST00000523284.1
ENSG00000253614.1,ENST00000522622.1
ENSG00000253687.1,ENST00000523598.1
ENSG00000253692.2,ENST00000521393.1
ENSG00000253702.1,ENST00000523038.1
ENSG00000253640.1,ENST00000521186.1
ENSG00000253664.1,ENST00000521294.1
ENSG00000253688.1,ENST00000524011.1
ENSG00000253666.1,ENST00000521851.1
ENSG00000253648.1,ENST00000517369.1
ENSG00000253698.1,ENST00000521803.1
ENSG00000253695.1,ENST00000522026.1
ENSG00000253677.1,ENST00000517466.1
ENSG00000253625.1,ENST00000518729.1
ENSG00000253636.1,ENST00000517664.1
ENSG00000253652.1,ENST00000520758.1
ENSG00000253670.1,ENST00000519036.1
ENSG00000253645.1,ENST00000520863.1
ENSG00000253675.1,ENST00000524253.1
ENSG00000253681.1,ENST00000524269.1
ENSG00000253658.1,ENST00000518540.1
ENSG00000253653.1,ENST00000517634.1
ENSG00000253661.1,ENST00000518143.1
ENSG00000253627.1,ENST00000523317.1
ENSG00000253764.1,ENST00000517676.1
ENSG00000253792.1,ENST00000522769.1
ENSG00000253745.1,ENST00000524012.1
ENSG00000253805.1,ENST00000517731.1
ENSG00000253744.1,ENST00000521596.1
ENSG00000253748.2,ENST00000520423.2
ENSG00000253809.1,ENST00000522264.1
ENSG00000253820.1,ENST00000522410.1
ENSG00000253802.1,ENST00000521363.1
ENSG00000253806.1,ENST00000519782.1
ENSG00000253741.1,ENST00000520572.1
ENSG00000253817.1,ENST00000517826.1
ENSG00000253739.1,ENST00000521915.1
ENSG00000253780.1,ENST00000518843.1
ENSG00000253808.1,ENST00000519794.1
ENSG00000253785.1,ENST00000523057.1
ENSG00000253821.1,ENST00000520370.1
ENSG00000253731.1,ENST00000517434.1
ENSG00000253723.1,ENST00000518653.1
ENSG00000253777.1,ENST00000523157.1
ENSG00000253722.1,ENST00000517998.1
ENSG00000253734.1,ENST00000519550.1
ENSG00000253760.1,ENST00000517657.1
ENSG00000253824.1,ENST00000519844.1
ENSG00000253750.1,ENST00000520009.1
ENSG00000253811.1,ENST00000522582.1
ENSG00000253768.1,ENST00000519821.1
ENSG00000253798.1,ENST00000522076.1
ENSG00000253810.1,ENST00000518968.1
ENSG00000253819.1,ENST00000521608.1
ENSG00000253786.1,ENST00000518356.1
ENSG00000253720.1,ENST00000520146.1
ENSG00000253716.1,ENST00000523031.1
ENSG00000253825.1,ENST00000518701.1
ENSG00000253717.1,ENST00000520749.1
ENSG00000253807.1,ENST00000519703.1
ENSG00000253800.1,ENST00000517809.1
ENSG00000253766.1,ENST00000522350.1
ENSG00000253778.1,ENST00000520649.1
ENSG00000253803.1,ENST00000518269.1
ENSG00000253797.2,ENST00000521776.2
ENSG00000253784.1,ENST00000523881.1
ENSG00000253747.1,ENST00000519283.1
ENSG00000253756.1,ENST00000520688.1
ENSG00000253801.2,ENST00000522101.2
ENSG00000253772.1,ENST00000523689.1
ENSG00000253763.1,ENST00000518407.1
